pose_object_00,pose_object_01,pose_object_02,pose_object_03,pose_object_10,pose_object_11,pose_object_12,pose_object_13,pose_object_20,pose_object_21,pose_object_22,pose_object_23,pose_object_30,pose_object_31,pose_object_32,pose_object_33,radius_x,radius_y,radius_z,label
0.935727388203029,-0.08756627387903501,-0.34168172711703443,-0.3070517246066331,0.0,0.9686941612811428,-0.24825716887901364,-0.22309589831870466,0.35272404931722157,0.23230103223783774,0.9064336575031277,0.814565122127533,0.0,0.0,0.0,1.0,0.1946309506491798,0.17901846092210347,0.1,tv
0.9134580954714818,0.022135799785357853,-0.40633030183026675,-0.44910630702438736,0.0,0.9985194036899048,0.054396695255840344,0.060123251479498034,0.40693280503986545,-0.04968910164834251,0.9121056327859002,1.0081266164779663,0.0,0.0,0.0,1.0,0.06922943042720886,0.03246355703319925,0.1,mouse
0.7565541777303714,0.028967024837251547,-0.6532891301948929,0.5924767977121522,0.348902775935406,-0.8628210727379014,0.3657959122023982,1.251401835869836,-0.5530756088486363,-0.5046788165868414,-0.6628775625899668,0.7831134967530327,0.0,0.0,0.0,1.0,0.06836381682773479,0.032106924167570404,0.1,mouse
0.7069655405207197,-0.14752348951499875,-0.691691075956286,0.6920267523834285,0.4145077943535359,-0.7059997893001039,0.5742365243768247,1.3651082891821837,-0.573047129768934,-0.6926767771114655,-0.43796788639586304,1.123310422382934,0.0,0.0,0.0,1.0,0.1898026907078026,0.18374999578518614,0.1,tv
0.7966490448894433,0.048749286281748676,-0.6024730752189328,0.7684557870915432,0.26527763693792966,-0.9238170053666407,0.2760252088778126,1.0775568514096976,-0.5431188402342214,-0.37971785273072456,-0.748890030445193,0.8067717188307285,0.0,0.0,0.0,1.0,0.09251393041340666,0.12044663517904945,0.1,keyboard
0.9032081357618291,-0.3140277220005961,-0.2925776021994122,0.8790679096700056,0.0833573379294241,-0.5403533711025155,0.8372991033982222,1.9388069980621583,-0.4210304237308285,-0.7806438523124762,-0.4618750460241119,0.8364992557731356,0.0,0.0,0.0,1.0,0.24445270883981474,0.1421508095156359,0.1,book
0.5696510685414989,0.38447389049838226,-0.7264141295669891,0.5733809085528576,0.6435903878812812,-0.7583647757398952,0.1033164050081129,0.686546695690471,-0.5111644282775852,-0.5263674519211996,-0.6794470051605446,0.8626802921493482,0.0,0.0,0.0,1.0,0.060811229076494944,0.06016975520566914,0.1,cup
0.573630858687319,0.1837826845479629,-0.79823026929702,0.6789555020873651,0.6909160065549891,-0.6320081305240203,0.35099970774580336,0.7856303527124033,-0.43998035166102073,-0.7528543337272338,-0.4895177650916947,1.2110945057471836,0.0,0.0,0.0,1.0,0.2052639628824463,0.19122958839410906,0.1,tv
0.612325562787573,-0.10555081616006594,-0.7835281937268281,0.5229490142629621,0.6971952830987644,-0.3952191778939057,0.5980974324052053,1.0270418701510233,-0.37279504071502323,-0.9125025077405592,-0.16841327437430495,1.4202316939460053,0.0,0.0,0.0,1.0,0.08787751727224194,0.07762052041420642,0.1,tv
0.16349130854319438,0.2971227969217674,-0.9407383459709826,-0.8446187938683294,0.9438852425102031,-0.3244872591116286,0.06155215386709052,0.6002370288555091,-0.28696905931178224,-0.8980122840048509,-0.3335006698255669,0.8319086647186715,0.0,0.0,0.0,1.0,0.20232772640564223,0.1340700941029762,0.1,chair
-0.24243083069182267,0.6344979022924164,-0.7339207752316295,0.39171998669147146,0.9636136559126364,0.06969018851791545,-0.25805425740146304,0.11665105310644247,-0.11258780781574868,-0.7697763893565849,-0.6283058935903622,0.7929461903531326,0.0,0.0,0.0,1.0,0.12571868725467739,0.1062171133781463,0.1,book
-0.19237406838004834,0.5145111867072019,-0.8356257874001108,0.07952856776825912,0.9721220199511202,-0.01640856180921839,-0.23390069992521753,0.08846220009007605,-0.1340559440721003,-0.8573266576121961,-0.49701107231774827,0.8269969575967988,0.0,0.0,0.0,1.0,0.1549086348016031,0.09912809321829123,0.1,book
-0.3126203778196297,0.7697692707521064,-0.556528318396901,0.8262846733723258,0.942001419452358,0.1759469163359557,-0.2857901474537056,0.14828210895051677,-0.12207303191800631,-0.6135942897694198,-0.780128337160436,0.8260632920901049,0.0,0.0,0.0,1.0,0.07301160409977309,0.033404637782746605,0.1,remote
0.479960905918267,0.1139867148155422,-0.8698531816552014,0.7630152380103218,0.8093652298663025,-0.44008173291867053,0.38891643451359453,0.639031736199225,-0.33847518885966144,-0.8906936045559439,-0.30347891084811196,1.3108675418676436,0.0,0.0,0.0,1.0,0.12592637054809566,0.0819476985082149,0.1,tv
