pose_object_00,pose_object_01,pose_object_02,pose_object_03,pose_object_10,pose_object_11,pose_object_12,pose_object_13,pose_object_20,pose_object_21,pose_object_22,pose_object_23,pose_object_30,pose_object_31,pose_object_32,pose_object_33,radius_x,radius_y,radius_z,label
0.935727388203029,-0.08756627387903501,-0.34168172711703443,-0.3070517246066331,0.0,0.9686941612811428,-0.24825716887901364,-0.22309589831870466,0.35272404931722157,0.23230103223783774,0.9064336575031277,0.814565122127533,0.0,0.0,0.0,1.0,0.1946309506491798,0.17901846092210347,0.1,tv
0.9134580954714818,0.022135799785357853,-0.40633030183026675,-0.44910630702438736,0.0,0.9985194036899048,0.054396695255840344,0.060123251479498034,0.40693280503986545,-0.04968910164834251,0.9121056327859002,1.0081266164779663,0.0,0.0,0.0,1.0,0.06922943042720886,0.03246355703319925,0.1,mouse
0.9033278649991222,0.07657637767931251,-0.4220602169094393,-0.5049739797806941,-0.0473213730662766,0.9957208144101373,0.0793772473794306,0.12630461282564123,0.42633256498565764,-0.05173121042396301,0.9030860567525233,1.0359298969691693,0.0,0.0,0.0,1.0,0.06957627229051189,0.03158544850431334,0.1,mouse
0.8955532527162602,0.1381263622663809,-0.42297219719076423,-0.4311170034995651,-0.031958482800679006,0.9681092208910137,0.24848177358283852,0.2669449491320711,0.44380516775540696,-0.2090111108837299,0.8714076707263623,0.8561444232489624,0.0,0.0,0.0,1.0,0.09251393041340666,0.12044663517904945,0.1,keyboard
0.9494099663444032,0.003849326159224826,-0.3140157615375999,-0.3853556884426625,0.03168132603260585,0.9936495087417407,0.10796734394303108,0.09313109711155725,0.31243720871038166,-0.11245370809989745,0.9432587948955728,1.1934369750193792,0.0,0.0,0.0,1.0,0.06612697042126703,0.03053939541389511,0.1,mouse
0.9725540949519041,-0.014285324890285318,-0.23223794238896836,-0.2888042842823723,0.038846596517447235,0.9940734605873439,0.10153273804499272,0.06493572740629767,0.22941114692031306,-0.10776773380136306,0.967345151029365,1.2463711417999834,0.0,0.0,0.0,1.0,0.06897951797105845,0.03004663261652106,0.1,mouse
0.9913974162971659,-0.032558653534880445,-0.12677183062218367,-0.14376883614184743,0.04179596718488733,0.9966073335474263,0.07090077465422277,0.04314298921097075,0.12403330232797896,-0.07558939607831693,0.9893947559564541,1.257390489114295,0.0,0.0,0.0,1.0,0.06459027606424134,0.03097919199141773,0.1,mouse
0.998794229866393,-0.04382234273835508,-0.02212891010694188,-0.024355473583836912,0.03901827942290885,0.9821686168419526,-0.18390862394581042,-0.3064604259504286,0.02979362778304757,0.1828234404218667,0.98269421967153,1.35211031772528,0.0,0.0,0.0,1.0,0.23520525000355583,0.22507717726295814,0.1,tv
0.939133985847886,-8.999643856721587e-05,0.34355108575887794,0.5607138892856343,0.0366096097370573,0.994332204704277,-0.09981584625114508,-0.2155763086817216,-0.3415949254604981,0.10631772471499247,0.9338144613953372,1.5131143233464497,0.0,0.0,0.0,1.0,0.24445270883981474,0.1421508095156359,0.1,book
0.9960892665341501,-0.018905883047462203,-0.08630608716454835,-0.07746002674027772,0.039028171296480195,0.9705200315804579,0.23783958910643868,0.2053126349516218,0.07926521898482043,-0.24027783061960306,0.967462448455766,0.9866532862671599,0.0,0.0,0.0,1.0,0.31461274236871484,0.17572053213579453,0.1,keyboard
0.998738034931489,-0.04204408378179647,-0.02747057698951753,-0.019362732079815127,0.043642388140253376,0.997217537185646,0.06043612733134328,0.04038196472204797,0.024853159529589025,-0.06155874063318828,0.9977939877114177,1.261380910284918,0.0,0.0,0.0,1.0,0.0648288117757397,0.0324098299227973,0.1,mouse
0.9934925746348341,-0.06256310114153488,0.09517543023807509,0.14063171037565225,0.055485759835212034,0.9956179596434714,0.07527422461161766,0.033640473524419616,-0.09946775658954911,-0.069503502148634,0.992610411283358,1.2617307441479424,0.0,0.0,0.0,1.0,0.0665443149992633,0.034251960718114864,0.1,mouse
0.9236899191605211,-0.14282933297830364,0.3555231566047462,0.3619664746808618,0.07607372701556804,0.9778122316262556,0.19518203744208276,0.12286476252621983,-0.37551261137169667,-0.1532417088232007,0.9140608608718319,0.8692227080516879,0.0,0.0,0.0,1.0,0.19159790622009681,0.1281160054140424,0.1,keyboard
0.9641943761323113,0.025001593302335177,-0.2640153885044729,-0.2677961130986442,0.03195910493300367,0.9773361108072675,0.20926715490971387,0.19293210772419578,0.26326378529282074,-0.21021190937829748,0.941542953087551,0.9868422631677105,0.0,0.0,0.0,1.0,0.054164452421364695,0.0636113157410996,0.1,cup
0.9816954792734232,-0.06270908059084068,0.1798375855753616,0.2524000267443447,0.04670368910866394,0.9946728258310136,0.09189523914212078,0.0848657073704413,-0.18464222539214947,-0.08181406214580565,0.9793945618786317,1.2315804935928145,0.0,0.0,0.0,1.0,0.0668967778420399,0.03783179581805879,0.1,mouse
0.9710553662242107,0.047198933907932256,0.23414469108890476,0.23114426057574405,0.04361425659288169,0.9287630202462013,-0.3680992377674865,-0.3633362217871099,-0.23483882206529283,0.36765678677417196,0.899821768346308,0.8266016299865033,0.0,0.0,0.0,1.0,0.08787751727224194,0.07762052041420642,0.1,tv
